"","Location","Year","Month","average_WindGustSpeed","average_monthly_rainfall"
"67","Adelaide",2014,"February",41.9285714285714,3.50714285714286
"68","Adelaide",2014,"January",41.4193548387097,0.351724137931034
"69","Adelaide",2014,"July",40.1935483870968,3.21290322580645
"70","Adelaide",2014,"June",37.2666666666667,3.47333333333333
"71","Adelaide",2014,"March",35.3870967741936,0.730769230769231
"72","Adelaide",2014,"May",32.2258064516129,2.38518518518518
"73","Adelaide",2014,"November",37.1,0.841379310344828
"74","Adelaide",2014,"October",37.5806451612903,0.161290322580645
"75","Adelaide",2014,"September",40.6,1.04666666666667
"76","Adelaide",2015,"April",33.6693269415448,1.91333333333333
"77","Adelaide",2015,"August",32.0322580645161,1.56129032258064
"78","Adelaide",2015,"December",36.8709677419355,0.433333333333333
"79","Adelaide",2015,"February",36.9285714285714,0.0214285714285714
"80","Adelaide",2015,"January",42.6129032258064,1.34193548387097
"81","Adelaide",2015,"July",32.7741935483871,2.3741935483871
"82","Adelaide",2015,"June",25.2,0.513333333333333
"83","Adelaide",2015,"March",35.8387096774194,0.0774193548387097
"84","Adelaide",2015,"May",31.773670500565,2.56428571428571
"85","Adelaide",2015,"November",35.2466676287974,0.337931034482759
"86","Adelaide",2015,"October",32,0.290322580645161
"87","Adelaide",2015,"September",33.8,1.74
"88","Adelaide",2016,"April",29.2666666666667,0.32
"89","Adelaide",2016,"August",36.6451612903226,1.89677419354839
"90","Adelaide",2016,"December",37.1612903225806,2.8
"91","Adelaide",2016,"February",34.4137931034483,0.634482758620689
"92","Adelaide",2016,"January",35.1935483870968,1.70322580645161
"93","Adelaide",2016,"July",35.9032258064516,3.61290322580645
"94","Adelaide",2016,"June",33.6333333333333,3.17333333333333
"95","Adelaide",2016,"March",28.2903225806452,1.73548387096774
"96","Adelaide",2016,"May",35.2258064516129,2.83870967741935
"97","Adelaide",2016,"November",34.8,1.10666666666667
"98","Adelaide",2016,"October",41.4838709677419,2.61290322580645
"99","Adelaide",2016,"September",35.8,4.37333333333333
"100","Adelaide",2017,"April",28.8,1.10666666666667
"101","Adelaide",2017,"February",34.6938712755551,1.23703703703704
"102","Adelaide",2017,"January",35.3870967741936,1.52258064516129
"103","Adelaide",2017,"June",21.1068370669335,0.08
"104","Adelaide",2017,"March",32.1613338165766,1.31333333333333
"105","Adelaide",2017,"May",27.4838709677419,1.65161290322581
"106","Albany",2008,"December",48.208879385474,0.941935483870968
"107","Albany",2009,"April",49.7899196967483,0.84
"108","Albany",2009,"August",54.3437285285683,3.87096774193548
"109","Albany",2009,"December",48.8379023692781,0.161290322580645
"110","Albany",2009,"February",52.2389067144,0.55
"111","Albany",2009,"January",47.4561066943551,0.496774193548387
"112","Albany",2009,"July",44.7398933888443,4.52903225806452
"113","Albany",2009,"June",45.4905248098075,7.37333333333333
"114","Albany",2009,"March",50.9118143846131,1.59354838709677
"115","Albany",2009,"May",50.5837026994014,2.32903225806452
"116","Albany",2009,"November",52.644173593726,0.966666666666667
"117","Albany",2009,"October",43.6689164382856,1.7741935483871
"118","Albany",2009,"September",48.0285865189508,5.7
"119","Albany",2010,"April",46.7068439479917,2.66
"120","Albany",2010,"August",51.9983596009232,2.65806451612903
"121","Albany",2010,"December",48.2759090226084,1.10322580645161
"122","Albany",2010,"February",51.0315236166519,0.378571428571429
"123","Albany",2010,"January",46.2501860403967,0.554838709677419
"124","Albany",2010,"July",49.6116484937468,5.07096774193548
"125","Albany",2010,"June",51.8286108197644,3.6
"126","Albany",2010,"March",54.8844382384672,1.26451612903226
"127","Albany",2010,"May",49.982108277449,1.63870967741935
"128","Albany",2010,"November",52.5674691051245,1.54
"129","Albany",2010,"October",51.3263687764805,1.9741935483871
"130","Albany",2010,"September",48.9671133081429,1.84666666666667
"131","Albany",2011,"August",52.8080010670988,4.86451612903226
"132","Albany",2011,"December",48.7767717650821,1.93548387096774
"133","Albany",2011,"February",52.0490974673469,0.660714285714286
"134","Albany",2011,"January",48.880386642601,2.65483870967742
"135","Albany",2011,"July",51.5704792425517,4.7
"136","Albany",2011,"June",49.7151108421385,4.10666666666667
"137","Albany",2011,"March",48.3729576672457,0.374193548387097
"138","Albany",2011,"May",47.9067517424964,2.79032258064516
"139","Albany",2011,"November",51.2961356029846,2.55333333333333
"140","Albany",2011,"October",51.3321150690618,1.63870967741936
"141","Albany",2011,"September",56.2200684249401,3
"142","Albany",2012,"April",48.7452856772579,1.93666666666667
"143","Albany",2012,"August",48.3546863039655,3.27096774193548
"144","Albany",2012,"February",45.9706345730429,0.282758620689655
"145","Albany",2012,"January",47.8892890363932,0.406451612903226
"146","Albany",2012,"July",49.5594102222352,2.6
"147","Albany",2012,"June",56.6038732281886,7.26666666666667
"148","Albany",2012,"March",53.3804250537087,0.4
"149","Albany",2012,"May",46.7825631394742,2.98387096774194
"150","Albany",2012,"November",45.4577640523203,3.19
"151","Albany",2012,"October",50.8615380129026,1.05161290322581
"152","Albany",2012,"September",48.2657311884686,4.94
"153","Albany",2013,"April",48.3354060710408,2.09333333333333
"154","Albany",2013,"August",46.7608044664526,6.5741935483871
"155","Albany",2013,"December",45.047359717409,1.64838709677419
"156","Albany",2013,"January",48.2705694132094,1.02
"157","Albany",2013,"July",50.5177295443812,3.07096774193548
"158","Albany",2013,"June",49.9066315493546,2.12666666666667
"159","Albany",2013,"March",53.2736231873353,2.96551724137931
"160","Albany",2013,"May",48.8799908779742,3.14516129032258
"161","Albany",2013,"November",48.4603988840245,1.19333333333333
"162","Albany",2013,"October",50.6114609309682,1.76129032258065
"163","Albany",2013,"September",49.3598357820883,5.82
"164","Albany",2014,"April",50.3218604801223,1.17857142857143
"165","Albany",2014,"August",50.8039882366035,1.92903225806452
"166","Albany",2014,"December",55.1835518346859,0.379310344827586
"167","Albany",2014,"February",50.3307406266686,0.25
"168","Albany",2014,"January",49.6334996218643,0.106666666666667
"169","Albany",2014,"July",47.4550628297091,3.90322580645161
"170","Albany",2014,"June",49.60182482237,2.59333333333333
"171","Albany",2014,"March",54.3095514423124,0.683870967741936
"172","Albany",2014,"May",58.1755566352137,2.81612903225806
"173","Albany",2014,"November",55.3581719347276,1.48333333333333
"174","Albany",2014,"October",46.2938085324582,3.71290322580645
"175","Albany",2014,"September",47.6139818234369,2.25666666666667
"176","Albany",2015,"April",52.7168650864623,2.59333333333333
"177","Albany",2015,"August",47.6712990902184,3.25806451612903
"178","Albany",2015,"December",53.2891963046765,1.61290322580645
"179","Albany",2015,"February",45.8991703133298,0.746428571428571
"180","Albany",2015,"January",44.2493133267929,0.174193548387097
"181","Albany",2015,"July",49.7522163847762,2.88387096774194
"182","Albany",2015,"June",53.9507048209198,1.63333333333333
"183","Albany",2015,"March",49.6733927348208,1.14838709677419
"184","Albany",2015,"May",45.3281589412701,1.92333333333333
"185","Albany",2015,"November",51.966810350772,0.57
"186","Albany",2015,"October",48.2247098966412,1.91935483870968
"187","Albany",2015,"September",49.6170995729044,1.76333333333333
"188","Albany",2016,"April",48.5900965570472,3.15333333333333
"189","Albany",2016,"August",53.6664866869368,3.77741935483871
"190","Albany",2016,"December",52.3074835639507,1.21785714285714
"191","Albany",2016,"February",52.9077536476262,0.748275862068966
"192","Albany",2016,"January",40.4778263180126,2.38064516129032
"193","Albany",2016,"July",47.5006259135121,3.95483870967742
"194","Albany",2016,"June",50.4696759800427,4.01
"195","Albany",2016,"March",50.1913532646253,1.47333333333333
"196","Albany",2016,"May",42.0341670347918,3.15806451612903
"197","Albany",2016,"November",41.1550267594866,0.753333333333333
"198","Albany",2016,"October",47.8499466577365,2.0258064516129
"199","Albany",2016,"September",49.4147932920605,3.42666666666667
"200","Albany",2017,"April",50.3490804256871,1.79642857142857
"201","Albany",2017,"February",55.4744211710723,2.00769230769231
"202","Albany",2017,"January",44.1317233282532,0.12
"203","Albany",2017,"June",47.664256725274,1.98181818181818
"204","Albany",2017,"March",47.4897746854432,1
"205","Albany",2017,"May",47.7140822730237,2.23333333333333
"206","Albury",2008,"December",42.9701409342609,1.8
"207","Albury",2009,"April",34.2666666666667,2.82666666666667
"208","Albury",2009,"August",34.1612903225806,2
"209","Albury",2009,"December",40.3548387096774,0.483870967741935
"210","Albury",2009,"February",41.8080092625293,0.128571428571429
"211","Albury",2009,"January",42.6774193548387,0.251612903225806
"212","Albury",2009,"July",28.7741935483871,1.76129032258065
"213","Albury",2009,"June",25.1333333333333,2.37333333333333
"214","Albury",2009,"March",36.4838709677419,0.774193548387097
"215","Albury",2009,"May",23.6774193548387,0.219354838709678
"216","Albury",2009,"November",38.6666666666667,1.96
"217","Albury",2009,"October",33.7741935483871,0.838709677419355
"218","Albury",2009,"September",35.9124589024112,2.11724137931035
"219","Albury",2010,"April",25.6333333333333,1.2
"220","Albury",2010,"August",35.6435051491604,3.34666666666667
"221","Albury",2010,"December",42.1935483870968,2.39354838709677
"222","Albury",2010,"February",39.7058050305849,3.00833333333333
"223","Albury",2010,"January",42.7096774193548,0.677419354838709
"224","Albury",2010,"July",25.3870967741935,2.07741935483871
"225","Albury",2010,"June",26.7333333333333,0.966666666666667
"226","Albury",2010,"March",32.2713725903041,3.79310344827586
"227","Albury",2010,"May",26.0322580645161,1.98064516129032
"228","Albury",2010,"November",37.3333333333333,3.91333333333333
"229","Albury",2010,"October",33.8387096774194,4.99354838709677
"230","Albury",2010,"September",36.6666666666667,2.52
"231","Albury",2011,"August",25.8064516129032,2.36774193548387
"232","Albury",2011,"December",35.7096774193548,1.07741935483871
"233","Albury",2011,"February",36.0357142857143,9.55
"234","Albury",2011,"January",34.3870967741936,2.33548387096774
"235","Albury",2011,"July",30.2258064516129,2.26451612903226
"236","Albury",2011,"June",27.9666666666667,1.11333333333333
"237","Albury",2011,"March",30.9354838709677,1.72903225806452
"238","Albury",2011,"May",24.8709677419355,1.05161290322581
"239","Albury",2011,"November",41.0240070383996,4.28666666666667
"240","Albury",2011,"October",32.728134246483,1
"241","Albury",2011,"September",37.3084496540638,2.00769230769231
"242","Albury",2012,"April",28.5,1.54666666666667
"243","Albury",2012,"August",34.0967741935484,1.69032258064516
"244","Albury",2012,"February",34.5862068965517,2.10344827586207
"245","Albury",2012,"January",36.7096774193548,1.53548387096774
"246","Albury",2012,"July",24.9032258064516,3.09677419354839
"247","Albury",2012,"June",24.4666666666667,1.02
"248","Albury",2012,"March",34.4838709677419,8.23225806451613
"249","Albury",2012,"May",23.4838709677419,1.2258064516129
"250","Albury",2012,"November",34.7666666666667,1.26
"251","Albury",2012,"October",35.0271730822241,1.46666666666667
"252","Albury",2012,"September",37.0666666666667,0.88
"253","Albury",2013,"April",27.4666666666667,0.406666666666667
"254","Albury",2013,"August",35.6129032258064,2.8258064516129
"255","Albury",2013,"December",39.0967741935484,1.69032258064516
"256","Albury",2013,"January",42.0645161290323,0.541935483870968
"257","Albury",2013,"July",29.9677419354839,2.35483870967742
"258","Albury",2013,"June",22.1333333333333,3.78
"259","Albury",2013,"March",35.3548387096774,1.64516129032258
"260","Albury",2013,"May",27.6487570581357,1.60714285714286
"261","Albury",2013,"November",38.7666666666667,0.353333333333333
"262","Albury",2013,"October",39.3548387096774,0.486666666666667
"263","Albury",2013,"September",36.7333333333333,1.7
"264","Albury",2014,"April",28.6333333333333,4.28
"265","Albury",2014,"August",23.1935483870968,0.335483870967742
"266","Albury",2014,"December",41.6774193548387,1.20645161290323
"267","Albury",2014,"February",36.2857142857143,1.12857142857143
"268","Albury",2014,"January",37.8387096774194,1.14193548387097
"269","Albury",2014,"July",28.258064516129,1.32258064516129
"270","Albury",2014,"June",28.886433214508,2.33103448275862
"271","Albury",2014,"March",33.1935483870968,1.54838709677419
"272","Albury",2014,"May",22.5483870967742,2.00645161290323
"273","Albury",2014,"November",37.6333333333333,1.91333333333333
"274","Albury",2014,"October",38.1989213819165,0.653333333333333
"275","Albury",2014,"September",35.5245252390392,2.07407407407407
"276","Albury",2015,"April",31.0333333333333,2.78
"277","Albury",2015,"August",28.8709677419355,2.91612903225806
"278","Albury",2015,"December",35.8064516129032,1.10322580645161
"279","Albury",2015,"February",36.9285714285714,1.25714285714286
"280","Albury",2015,"January",39.1290322580645,3.12258064516129
"281","Albury",2015,"July",28.0967741935484,1.40645161290323
"282","Albury",2015,"June",20.2,2.78666666666667
"283","Albury",2015,"March",37.1935483870968,0.154838709677419
"284","Albury",2015,"May",30.3225806451613,1.46451612903226
"285","Albury",2015,"November",38.6,2.20666666666667
"286","Albury",2015,"October",31.1935483870968,0.341935483870968
"287","Albury",2015,"September",32.1,0.913333333333333
"288","Albury",2016,"April",27.3,0.546666666666667
"289","Albury",2016,"August",28.4516129032258,2.4
"290","Albury",2016,"December",39.1935483870968,0.735483870967742
"291","Albury",2016,"February",33.7241379310345,1.01379310344828
"292","Albury",2016,"January",41.9677419354839,2.20645161290323
"293","Albury",2016,"July",29.3548387096774,3.76774193548387
"294","Albury",2016,"June",29.6333333333333,2.86666666666667
"295","Albury",2016,"March",33.9677419354839,0.961290322580645
"296","Albury",2016,"May",33.1612903225806,3.47741935483871
"297","Albury",2016,"November",40.3333333333333,1.65333333333333
"298","Albury",2016,"October",40.6451612903226,1.98064516129032
"299","Albury",2016,"September",32.3666666666667,4.74
"300","Albury",2017,"April",26.2666666666667,2.42
"301","Albury",2017,"February",39.3571428571429,0.444444444444444
"302","Albury",2017,"January",34.0967741935484,1.46451612903226
"303","Albury",2017,"June",18.44,0.248
"304","Albury",2017,"March",35,0.133333333333333
"305","Albury",2017,"May",23.3548387096774,1.46451612903226
"306","AliceSprings",2008,"December",42.8709677419355,1.76774193548387
"307","AliceSprings",2009,"April",40.1656839926106,0
"308","AliceSprings",2009,"August",42.6774193548387,0.374193548387097
"309","AliceSprings",2009,"December",46.0322580645161,0.354838709677419
"310","AliceSprings",2009,"February",46.9642857142857,0.321428571428572
"311","AliceSprings",2009,"January",51.258064516129,0.483870967741935
"312","AliceSprings",2009,"July",35.5603763210557,0
"313","AliceSprings",2009,"June",31.8333333333333,0.08
"314","AliceSprings",2009,"March",44.1612903225806,0.0129032258064516
"315","AliceSprings",2009,"May",40.274399096717,0.683870967741936
"316","AliceSprings",2009,"November",48.9333333333333,0.0133333333333333
"317","AliceSprings",2009,"October",45.6451612903226,0
"318","AliceSprings",2009,"September",47.1666666666667,0.193333333333333
"319","AliceSprings",2010,"April",35.3,1.32666666666667
"320","AliceSprings",2010,"August",38.2903225806452,0.529032258064516
"321","AliceSprings",2010,"December",45.3372623908424,2.18709677419355
"322","AliceSprings",2010,"February",47.1428571428571,6.51428571428571
"323","AliceSprings",2010,"January",46.2258064516129,4.41935483870968
"324","AliceSprings",2010,"July",34.258064516129,3.31612903225807
"325","AliceSprings",2010,"June",33.3622350894846,0
"326","AliceSprings",2010,"March",37.2903225806452,1.00645161290323
"327","AliceSprings",2010,"May",34.4838709677419,0.374193548387097
"328","AliceSprings",2010,"November",46.2952621207262,2.05333333333333
"329","AliceSprings",2010,"October",39.0645161290323,2.26451612903226
"330","AliceSprings",2010,"September",40.5814803390453,1.62666666666667
"331","AliceSprings",2011,"August",36.2258064516129,0
"332","AliceSprings",2011,"December",45.9032258064516,0.135483870967742
"333","AliceSprings",2011,"February",46.5309310686176,3.84285714285714
"334","AliceSprings",2011,"January",48.5201704547771,2.07096774193548
"335","AliceSprings",2011,"July",37.7656012212317,0.187096774193548
"336","AliceSprings",2011,"June",33.8449992516388,0.306666666666667
"337","AliceSprings",2011,"March",42.0301520277956,3.89032258064516
"338","AliceSprings",2011,"May",33.7741935483871,0.0645161290322581
"339","AliceSprings",2011,"November",41.3,1.34
"340","AliceSprings",2011,"October",44.3789321646515,0.4
"341","AliceSprings",2011,"September",43.2224298055284,0
"342","AliceSprings",2012,"April",39.1094570746956,0.86
"343","AliceSprings",2012,"August",37.7096774193548,0
"344","AliceSprings",2012,"February",44.9310344827586,1.53103448275862
"345","AliceSprings",2012,"January",50.7096774193548,0.858064516129032
"346","AliceSprings",2012,"July",38.5806451612903,0
"347","AliceSprings",2012,"June",35.3,0
"348","AliceSprings",2012,"March",38.5806451612903,1.31612903225806
"349","AliceSprings",2012,"May",37.4838709677419,0
"350","AliceSprings",2012,"November",45.8333333333333,1.44
"351","AliceSprings",2012,"October",43.2694189607977,0.0193548387096774
"352","AliceSprings",2012,"September",40.7666666666667,0.133333333333333
"353","AliceSprings",2013,"April",39.7333333333333,0.0266666666666667
"354","AliceSprings",2013,"August",35.8064516129032,0
"355","AliceSprings",2013,"December",44.5161290322581,0.993548387096774
"356","AliceSprings",2013,"January",48.4193548387097,0.748387096774194
"357","AliceSprings",2013,"July",35.4193548387097,1.39354838709677
"358","AliceSprings",2013,"June",32.1666666666667,0.133333333333333
"359","AliceSprings",2013,"March",42.258064516129,0.812903225806452
"360","AliceSprings",2013,"May",37.4516129032258,1.4
"361","AliceSprings",2013,"November",46.5333333333333,0.04
"362","AliceSprings",2013,"October",44.7096774193548,0
"363","AliceSprings",2013,"September",43.6744211407378,0.02
"364","AliceSprings",2014,"April",38.2333333333333,3.02
"365","AliceSprings",2014,"August",39.3870967741936,0
"366","AliceSprings",2014,"December",46.6451612903226,1.12258064516129
"367","AliceSprings",2014,"February",49.6785714285714,1.65
"368","AliceSprings",2014,"January",46.7096774193548,1.07741935483871
"369","AliceSprings",2014,"July",31.8387096774194,0.851612903225807
"370","AliceSprings",2014,"June",36.6666666666667,0
"371","AliceSprings",2014,"March",45.4516129032258,0.032258064516129
"372","AliceSprings",2014,"May",30,0.174193548387097
"373","AliceSprings",2014,"November",42.5666666666667,0.453333333333333
"374","AliceSprings",2014,"October",42.2258064516129,0
"375","AliceSprings",2014,"September",40.1,0
"376","AliceSprings",2015,"April",38.1333333333333,0.253333333333333
"377","AliceSprings",2015,"August",37.5806451612903,0.0129032258064516
"378","AliceSprings",2015,"December",47.0645161290323,3.86451612903226
"379","AliceSprings",2015,"February",42.6071428571429,0
"380","AliceSprings",2015,"January",39.9677419354839,6.29677419354839
"381","AliceSprings",2015,"July",33.7741935483871,0
"382","AliceSprings",2015,"June",33.6666666666667,0.08
"383","AliceSprings",2015,"March",41.5161290322581,0
"384","AliceSprings",2015,"May",35.5483870967742,0
"385","AliceSprings",2015,"November",43.3666666666667,0.793333333333333
"386","AliceSprings",2015,"October",41.8709677419355,0
"387","AliceSprings",2015,"September",38.9333333333333,0
"388","AliceSprings",2016,"April",37.3249204063478,0
"389","AliceSprings",2016,"August",39.6129032258064,0.658064516129032
"390","AliceSprings",2016,"December",44.1935483870968,4.49285714285714
"391","AliceSprings",2016,"February",45,0.910344827586207
"392","AliceSprings",2016,"January",40.4193548387097,1.29032258064516
"393","AliceSprings",2016,"July",35.2530803433169,0
"394","AliceSprings",2016,"June",32.6,0.933333333333333
"395","AliceSprings",2016,"March",40.3225806451613,0.52258064516129
"396","AliceSprings",2016,"May",31.9584151943845,1.83225806451613
"397","AliceSprings",2016,"November",47.4,0.233333333333333
"398","AliceSprings",2016,"October",41.6290725045988,0.109677419354839
"399","AliceSprings",2016,"September",42.6,1.64
"400","AliceSprings",2017,"April",36.9666666666667,0.00714285714285714
"401","AliceSprings",2017,"February",44.5403178452647,0.157142857142857
"402","AliceSprings",2017,"January",39.5161290322581,2.52413793103448
"403","AliceSprings",2017,"June",37.0995151188597,0
"404","AliceSprings",2017,"March",40.1612903225806,0
"405","AliceSprings",2017,"May",37.6811735706644,0
"406","BadgerysCreek",2009,"April",33.5333333333333,2.8
"407","BadgerysCreek",2009,"August",41.9354838709677,0.12258064516129
"408","BadgerysCreek",2009,"December",39.5040888889062,1.72
"409","BadgerysCreek",2009,"February",37.9642857142857,3.91428571428571
"410","BadgerysCreek",2009,"January",41.9354838709677,0.92258064516129
"411","BadgerysCreek",2009,"July",33.7096774193548,0.651612903225806
"412","BadgerysCreek",2009,"June",26.6458936933428,0.642857142857143
"413","BadgerysCreek",2009,"March",37.9032258064516,2.41290322580645
"414","BadgerysCreek",2009,"May",31.7741935483871,3.66451612903226
"415","BadgerysCreek",2009,"November",40.8,0.573333333333333
"416","BadgerysCreek",2009,"October",42.741935483871,1.53571428571429
"417","BadgerysCreek",2009,"September",44.4,0.9
"418","BadgerysCreek",2010,"April",32.5382341582328,0.503448275862069
"419","BadgerysCreek",2010,"August",43.0322722710008,0.721428571428571
"420","BadgerysCreek",2010,"December",39.4181447308511,4.37333333333333
"421","BadgerysCreek",2010,"February",40.4182108986923,5.27272727272727
"422","BadgerysCreek",2010,"January",42.5759951000312,1.51111111111111
"423","BadgerysCreek",2010,"July",30,2.38666666666667
"424","BadgerysCreek",2010,"June",33.0643013489433,2.25
"425","BadgerysCreek",2010,"March",34.7168654145433,2.00714285714286
"426","BadgerysCreek",2010,"May",35.4197345102626,2.92380952380952
"427","BadgerysCreek",2010,"November",37.6666666666667,3.97333333333333
"428","BadgerysCreek",2010,"October",38.677458881731,3.10666666666667
"429","BadgerysCreek",2010,"September",39,1.39333333333333
"430","BadgerysCreek",2011,"August",27.4876348981333,1.48666666666667
"431","BadgerysCreek",2011,"December",28.6451612903226,3.21290322580645
"432","BadgerysCreek",2011,"February",35.7142857142857,0.985714285714286
"433","BadgerysCreek",2011,"January",37.0967741935484,1.23225806451613
"434","BadgerysCreek",2011,"July",33.3625673770063,1.51612903225806
"435","BadgerysCreek",2011,"June",34.0333333333333,2.14
"436","BadgerysCreek",2011,"March",35.8387096774194,2.67741935483871
"437","BadgerysCreek",2011,"May",28.9354838709677,1.68387096774194
"438","BadgerysCreek",2011,"November",38.6328183320972,4.98571428571429
"439","BadgerysCreek",2011,"October",29.8387096774194,1.3741935483871
"440","BadgerysCreek",2011,"September",37.4333333333333,2.28
"441","BadgerysCreek",2012,"April",28.5666666666667,4.31333333333333
"442","BadgerysCreek",2012,"August",40.9360491724144,0.110344827586207
"443","BadgerysCreek",2012,"February",30.2068965517241,6.66206896551724
"444","BadgerysCreek",2012,"January",34.0322580645161,3.99333333333333
"445","BadgerysCreek",2012,"July",30,0.574193548387097
"446","BadgerysCreek",2012,"June",25.6,2.87333333333333
"447","BadgerysCreek",2012,"March",32.2903225806452,6.38709677419355
"448","BadgerysCreek",2012,"May",25.9354838709677,0.419354838709677
"449","BadgerysCreek",2012,"November",33.0666666666667,1.62
"450","BadgerysCreek",2012,"October",37.1290322580645,1.38064516129032
"451","BadgerysCreek",2012,"September",38.5666666666667,0.493333333333333
"452","BadgerysCreek",2013,"April",26.5,2.65333333333333
"453","BadgerysCreek",2013,"August",37.8709677419355,0.241379310344828
"454","BadgerysCreek",2013,"December",35.3870967741936,0.929032258064516
"455","BadgerysCreek",2013,"January",35,5.4258064516129
"456","BadgerysCreek",2013,"July",25.9677419354839,0.0903225806451613
"457","BadgerysCreek",2013,"June",26.9666666666667,5.06666666666667
"458","BadgerysCreek",2013,"March",31.4193548387097,1.96129032258065
"459","BadgerysCreek",2013,"May",26,1.69032258064516
"460","BadgerysCreek",2013,"November",36.9666666666667,5.44
"461","BadgerysCreek",2013,"October",42.5483870967742,0.193548387096774
"462","BadgerysCreek",2013,"September",38.0666666666667,0.993103448275862
"463","BadgerysCreek",2014,"April",26.2,1.96
"464","BadgerysCreek",2014,"August",31.6774193548387,4.38064516129032
"465","BadgerysCreek",2014,"December",39.7096774193548,4.12903225806452
"466","BadgerysCreek",2014,"February",31.25,2.57857142857143
"467","BadgerysCreek",2014,"January",32.7096774193548,0.438709677419355
"468","BadgerysCreek",2014,"July",35.6129032258064,0.270967741935484
"469","BadgerysCreek",2014,"June",35.9955018165211,1.22962962962963
"470","BadgerysCreek",2014,"March",31.0967741935484,4.36666666666667
"471","BadgerysCreek",2014,"May",23.4193548387097,0.207142857142857
"472","BadgerysCreek",2014,"November",40,1.15333333333333
"473","BadgerysCreek",2014,"October",37.1645988867348,1.73793103448276
"474","BadgerysCreek",2014,"September",35.0666666666667,0.693333333333333
