Location,Year,Month,average_monthly_rainfall,State
Adelaide,2012,November,0.58,South Australia
Adelaide,2012,October,0.6666666666666667,South Australia
Adelaide,2012,September,0.7266666666666667,South Australia
Adelaide,2013,April,1.2296296296296294,South Australia
Adelaide,2013,August,2.910344827586207,South Australia
Adelaide,2013,December,0.6000000000000001,South Australia
Adelaide,2013,January,0.41428571428571426,South Australia
Adelaide,2013,July,3.8451612903225807,South Australia
Adelaide,2013,June,2.728571428571429,South Australia
Adelaide,2013,March,0.7000000000000003,South Australia
Adelaide,2013,May,2.0296296296296292,South Australia
Adelaide,2013,November,0.1793103448275862,South Australia
Adelaide,2013,October,1.2,South Australia
Adelaide,2013,September,1.5777777777777777,South Australia
Adelaide,2014,April,1.6866666666666663,South Australia
Adelaide,2014,August,0.6709677419354835,South Australia
Adelaide,2014,December,0.22857142857142856,South Australia
Adelaide,2014,February,3.5071428571428576,South Australia
Adelaide,2014,January,0.3517241379310344,South Australia
Adelaide,2014,July,3.2129032258064516,South Australia
Adelaide,2014,June,3.4733333333333336,South Australia
Adelaide,2014,March,0.7307692307692308,South Australia
Adelaide,2014,May,2.385185185185185,South Australia
Adelaide,2014,November,0.8413793103448277,South Australia
Adelaide,2014,October,0.16129032258064518,South Australia
Adelaide,2014,September,1.0466666666666666,South Australia
Adelaide,2015,April,1.913333333333333,South Australia
Adelaide,2015,August,1.561290322580645,South Australia
Adelaide,2015,December,0.4333333333333333,South Australia
Adelaide,2015,February,0.02142857142857143,South Australia
Adelaide,2015,January,1.3419354838709676,South Australia
Adelaide,2015,July,2.3741935483870966,South Australia
Adelaide,2015,June,0.5133333333333334,South Australia
Adelaide,2015,March,0.0774193548387097,South Australia
Adelaide,2015,May,2.5642857142857145,South Australia
Adelaide,2015,November,0.33793103448275863,South Australia
Adelaide,2015,October,0.29032258064516125,South Australia
Adelaide,2015,September,1.7400000000000002,South Australia
Adelaide,2016,April,0.3199999999999999,South Australia
Adelaide,2016,August,1.896774193548387,South Australia
Adelaide,2016,December,2.8000000000000007,South Australia
Adelaide,2016,February,0.6344827586206894,South Australia
Adelaide,2016,January,1.703225806451613,South Australia
Adelaide,2016,July,3.6129032258064515,South Australia
Adelaide,2016,June,3.1733333333333333,South Australia
Adelaide,2016,March,1.7354838709677425,South Australia
Adelaide,2016,May,2.8387096774193545,South Australia
Adelaide,2016,November,1.1066666666666671,South Australia
Adelaide,2016,October,2.6129032258064515,South Australia
Adelaide,2016,September,4.373333333333333,South Australia
Adelaide,2017,April,1.1066666666666665,South Australia
Adelaide,2017,February,1.2370370370370367,South Australia
Adelaide,2017,January,1.52258064516129,South Australia
Adelaide,2017,June,0.08,South Australia
Adelaide,2017,March,1.3133333333333335,South Australia
Adelaide,2017,May,1.651612903225806,South Australia
Albany,2008,December,0.9419354838709677,Western Australia
Albany,2009,April,0.8400000000000001,Western Australia
Albany,2009,August,3.8709677419354835,Western Australia
Albany,2009,December,0.16129032258064516,Western Australia
Albany,2009,February,0.5500000000000002,Western Australia
Albany,2009,January,0.496774193548387,Western Australia
Albany,2009,July,4.529032258064516,Western Australia
Albany,2009,June,7.373333333333333,Western Australia
Albany,2009,March,1.593548387096774,Western Australia
Albany,2009,May,2.3290322580645166,Western Australia
Albany,2009,November,0.9666666666666667,Western Australia
Albany,2009,October,1.774193548387097,Western Australia
Albany,2009,September,5.7,Western Australia
Albany,2010,April,2.66,Western Australia
Albany,2010,August,2.6580645161290324,Western Australia
Albany,2010,December,1.103225806451613,Western Australia
Albany,2010,February,0.37857142857142856,Western Australia
Albany,2010,January,0.5548387096774194,Western Australia
Albany,2010,July,5.070967741935484,Western Australia
Albany,2010,June,3.6,Western Australia
Albany,2010,March,1.264516129032258,Western Australia
Albany,2010,May,1.6387096774193548,Western Australia
Albany,2010,November,1.5400000000000003,Western Australia
Albany,2010,October,1.9741935483870967,Western Australia
Albany,2010,September,1.8466666666666662,Western Australia
Albany,2011,August,4.864516129032258,Western Australia
Albany,2011,December,1.935483870967742,Western Australia
Albany,2011,February,0.6607142857142858,Western Australia
Albany,2011,January,2.6548387096774193,Western Australia
Albany,2011,July,4.7,Western Australia
Albany,2011,June,4.1066666666666665,Western Australia
Albany,2011,March,0.3741935483870968,Western Australia
Albany,2011,May,2.7903225806451615,Western Australia
Albany,2011,November,2.5533333333333332,Western Australia
Albany,2011,October,1.638709677419355,Western Australia
Albany,2011,September,3.0000000000000004,Western Australia
Albany,2012,April,1.9366666666666665,Western Australia
Albany,2012,August,3.270967741935484,Western Australia
Albany,2012,February,0.2827586206896552,Western Australia
Albany,2012,January,0.4064516129032259,Western Australia
Albany,2012,July,2.6,Western Australia
Albany,2012,June,7.266666666666667,Western Australia
Albany,2012,March,0.3999999999999999,Western Australia
Albany,2012,May,2.983870967741935,Western Australia
Albany,2012,November,3.1899999999999995,Western Australia
Albany,2012,October,1.0516129032258064,Western Australia
Albany,2012,September,4.9399999999999995,Western Australia
Albany,2013,April,2.093333333333333,Western Australia
Albany,2013,August,6.574193548387097,Western Australia
Albany,2013,December,1.6483870967741934,Western Australia
Albany,2013,January,1.0200000000000002,Western Australia
Albany,2013,July,3.0709677419354837,Western Australia
Albany,2013,June,2.1266666666666665,Western Australia
Albany,2013,March,2.9655172413793105,Western Australia
Albany,2013,May,3.145161290322581,Western Australia
Albany,2013,November,1.1933333333333336,Western Australia
Albany,2013,October,1.761290322580645,Western Australia
Albany,2013,September,5.82,Western Australia
Albany,2014,April,1.1785714285714288,Western Australia
Albany,2014,August,1.9290322580645158,Western Australia
Albany,2014,December,0.3793103448275862,Western Australia
Albany,2014,February,0.25,Western Australia
Albany,2014,January,0.10666666666666666,Western Australia
Albany,2014,July,3.903225806451613,Western Australia
Albany,2014,June,2.5933333333333333,Western Australia
Albany,2014,March,0.6838709677419357,Western Australia
Albany,2014,May,2.8161290322580643,Western Australia
Albany,2014,November,1.4833333333333332,Western Australia
Albany,2014,October,3.7129032258064516,Western Australia
Albany,2014,September,2.2566666666666664,Western Australia
Albany,2015,April,2.5933333333333333,Western Australia
Albany,2015,August,3.2580645161290325,Western Australia
Albany,2015,December,1.6129032258064515,Western Australia
Albany,2015,February,0.7464285714285713,Western Australia
Albany,2015,January,0.17419354838709677,Western Australia
Albany,2015,July,2.883870967741936,Western Australia
Albany,2015,June,1.6333333333333335,Western Australia
Albany,2015,March,1.1483870967741936,Western Australia
Albany,2015,May,1.9233333333333333,Western Australia
Albany,2015,November,0.57,Western Australia
Albany,2015,October,1.9193548387096773,Western Australia
Albany,2015,September,1.7633333333333334,Western Australia
Albany,2016,April,3.1533333333333338,Western Australia
Albany,2016,August,3.77741935483871,Western Australia
Albany,2016,December,1.2178571428571427,Western Australia
Albany,2016,February,0.7482758620689657,Western Australia
Albany,2016,January,2.3806451612903223,Western Australia
Albany,2016,July,3.954838709677419,Western Australia
Albany,2016,June,4.01,Western Australia
Albany,2016,March,1.4733333333333336,Western Australia
Albany,2016,May,3.158064516129033,Western Australia
Albany,2016,November,0.7533333333333333,Western Australia
Albany,2016,October,2.025806451612903,Western Australia
Albany,2016,September,3.4266666666666667,Western Australia
Albany,2017,April,1.7964285714285715,Western Australia
Albany,2017,February,2.0076923076923077,Western Australia
Albany,2017,January,0.12000000000000002,Western Australia
Albany,2017,June,1.9818181818181821,Western Australia
Albany,2017,March,1,Western Australia
Albany,2017,May,2.2333333333333334,Western Australia
AliceSprings,2008,December,1.7677419354838708,Northern Territory
AliceSprings,2009,April,0,Northern Territory
AliceSprings,2009,August,0.3741935483870968,Northern Territory
AliceSprings,2009,December,0.3548387096774194,Northern Territory
AliceSprings,2009,February,0.32142857142857156,Northern Territory
AliceSprings,2009,January,0.48387096774193533,Northern Territory
AliceSprings,2009,July,0,Northern Territory
AliceSprings,2009,June,0.07999999999999997,Northern Territory
AliceSprings,2009,March,0.012903225806451611,Northern Territory
AliceSprings,2009,May,0.6838709677419357,Northern Territory
AliceSprings,2009,November,0.013333333333333336,Northern Territory
AliceSprings,2009,October,0,Northern Territory
AliceSprings,2009,September,0.19333333333333333,Northern Territory
AliceSprings,2010,April,1.3266666666666662,Northern Territory
AliceSprings,2010,August,0.529032258064516,Northern Territory
AliceSprings,2010,December,2.1870967741935483,Northern Territory
AliceSprings,2010,February,6.514285714285714,Northern Territory
AliceSprings,2010,January,4.419354838709676,Northern Territory
AliceSprings,2010,July,3.316129032258065,Northern Territory
AliceSprings,2010,June,0,Northern Territory
AliceSprings,2010,March,1.0064516129032255,Northern Territory
AliceSprings,2010,May,0.37419354838709684,Northern Territory
AliceSprings,2010,November,2.0533333333333332,Northern Territory
AliceSprings,2010,October,2.2645161290322577,Northern Territory
AliceSprings,2010,September,1.6266666666666665,Northern Territory
AliceSprings,2011,August,0,Northern Territory
AliceSprings,2011,December,0.13548387096774195,Northern Territory
AliceSprings,2011,February,3.842857142857143,Northern Territory
AliceSprings,2011,January,2.0709677419354846,Northern Territory
AliceSprings,2011,July,0.18709677419354845,Northern Territory
AliceSprings,2011,June,0.3066666666666667,Northern Territory
AliceSprings,2011,March,3.8903225806451616,Northern Territory
AliceSprings,2011,May,0.0645161290322581,Northern Territory
AliceSprings,2011,November,1.34,Northern Territory
AliceSprings,2011,October,0.39999999999999986,Northern Territory
AliceSprings,2011,September,0,Northern Territory
AliceSprings,2012,April,0.8600000000000001,Northern Territory
AliceSprings,2012,August,0,Northern Territory
AliceSprings,2012,February,1.5310344827586209,Northern Territory
AliceSprings,2012,January,0.8580645161290322,Northern Territory
AliceSprings,2012,July,0,Northern Territory
AliceSprings,2012,June,0,Northern Territory
AliceSprings,2012,March,1.3161290322580645,Northern Territory
AliceSprings,2012,May,0,Northern Territory
AliceSprings,2012,November,1.44,Northern Territory
AliceSprings,2012,October,0.01935483870967742,Northern Territory
AliceSprings,2012,September,0.13333333333333336,Northern Territory
AliceSprings,2013,April,0.02666666666666668,Northern Territory
AliceSprings,2013,August,0,Northern Territory
AliceSprings,2013,December,0.9935483870967741,Northern Territory
AliceSprings,2013,January,0.7483870967741937,Northern Territory
AliceSprings,2013,July,1.3935483870967738,Northern Territory
AliceSprings,2013,June,0.13333333333333333,Northern Territory
AliceSprings,2013,March,0.8129032258064519,Northern Territory
AliceSprings,2013,May,1.4,Northern Territory
AliceSprings,2013,November,0.03999999999999999,Northern Territory
AliceSprings,2013,October,0,Northern Territory
AliceSprings,2013,September,0.019999999999999993,Northern Territory
AliceSprings,2014,April,3.0199999999999996,Northern Territory
AliceSprings,2014,August,0,Northern Territory
AliceSprings,2014,December,1.1225806451612903,Northern Territory
AliceSprings,2014,February,1.6500000000000006,Northern Territory
AliceSprings,2014,January,1.0774193548387094,Northern Territory
AliceSprings,2014,July,0.8516129032258065,Northern Territory
AliceSprings,2014,June,0,Northern Territory
AliceSprings,2014,March,0.032258064516129045,Northern Territory
AliceSprings,2014,May,0.17419354838709675,Northern Territory
AliceSprings,2014,November,0.4533333333333334,Northern Territory
AliceSprings,2014,October,0,Northern Territory
AliceSprings,2014,September,0,Northern Territory
AliceSprings,2015,April,0.2533333333333333,Northern Territory
AliceSprings,2015,August,0.012903225806451616,Northern Territory
AliceSprings,2015,December,3.8645161290322574,Northern Territory
AliceSprings,2015,February,0,Northern Territory
AliceSprings,2015,January,6.296774193548386,Northern Territory
AliceSprings,2015,July,0,Northern Territory
AliceSprings,2015,June,0.08,Northern Territory
AliceSprings,2015,March,0,Northern Territory
AliceSprings,2015,May,0,Northern Territory
AliceSprings,2015,November,0.7933333333333334,Northern Territory
AliceSprings,2015,October,0,Northern Territory
AliceSprings,2015,September,0,Northern Territory
AliceSprings,2016,April,0,Northern Territory
AliceSprings,2016,August,0.6580645161290322,Northern Territory
AliceSprings,2016,December,4.492857142857143,Northern Territory
AliceSprings,2016,February,0.9103448275862068,Northern Territory
AliceSprings,2016,January,1.2903225806451613,Northern Territory
AliceSprings,2016,July,0,Northern Territory
AliceSprings,2016,June,0.9333333333333331,Northern Territory
AliceSprings,2016,March,0.5225806451612903,Northern Territory
AliceSprings,2016,May,1.832258064516129,Northern Territory
AliceSprings,2016,November,0.2333333333333333,Northern Territory
AliceSprings,2016,October,0.10967741935483873,Northern Territory
AliceSprings,2016,September,1.64,Northern Territory
AliceSprings,2017,April,0.007142857142857143,Northern Territory
AliceSprings,2017,February,0.15714285714285714,Northern Territory
AliceSprings,2017,January,2.524137931034483,Northern Territory
AliceSprings,2017,June,0,Northern Territory
AliceSprings,2017,March,0,Northern Territory
AliceSprings,2017,May,0,Northern Territory
Ballarat,2008,December,2.6903225806451614,Victoria
Ballarat,2009,April,1.1,Victoria
Ballarat,2009,August,2.0903225806451613,Victoria
Ballarat,2009,December,1.0322580645161292,Victoria
Ballarat,2009,February,0.07857142857142857,Victoria
Ballarat,2009,January,0.025806451612903222,Victoria
Ballarat,2009,July,2.167741935483871,Victoria
Ballarat,2009,June,1.94,Victoria
Ballarat,2009,March,1.296774193548387,Victoria
Ballarat,2009,May,0.6451612903225806,Victoria
Ballarat,2009,November,3.766666666666667,Victoria
Ballarat,2009,October,1.0258064516129033,Victoria
Ballarat,2009,September,2.9933333333333336,Victoria
Ballarat,2010,April,1.9400000000000002,Victoria
Ballarat,2010,August,5.193548387096774,Victoria
Ballarat,2010,December,1.8838709677419354,Victoria
Ballarat,2010,February,0.9285714285714285,Victoria
Ballarat,2010,January,0.832258064516129,Victoria
Ballarat,2010,July,1.774193548387097,Victoria
Ballarat,2010,June,1.4533333333333334,Victoria
Ballarat,2010,March,3.9066666666666667,Victoria
Ballarat,2010,May,1.070967741935484,Victoria
Ballarat,2010,November,3.353333333333334,Victoria
Ballarat,2010,October,2.9935483870967743,Victoria
Ballarat,2010,September,3.5933333333333337,Victoria
Ballarat,2011,August,1.5096774193548388,Victoria
Ballarat,2011,December,0.8193548387096774,Victoria
Ballarat,2011,February,4.033333333333334,Victoria
Ballarat,2011,January,7.10344827586207,Victoria
Ballarat,2011,July,1.6,Victoria
Ballarat,2011,June,1.3666666666666667,Victoria
Ballarat,2011,March,0.6580645161290322,Victoria
Ballarat,2011,May,2.109677419354839,Victoria
Ballarat,2011,November,3.0933333333333333,Victoria
Ballarat,2011,October,2.116129032258064,Victoria
Ballarat,2011,September,1.8266666666666664,Victoria
Ballarat,2012,April,1.4866666666666666,Victoria
Ballarat,2012,August,2.2580645161290325,Victoria
Ballarat,2012,February,3.0068965517241377,Victoria
Ballarat,2012,January,0.7161290322580645,Victoria
Ballarat,2012,July,2.67741935483871,Victoria
Ballarat,2012,June,2.706666666666667,Victoria
Ballarat,2012,March,1.6387096774193546,Victoria
Ballarat,2012,May,1.6580645161290324,Victoria
Ballarat,2012,November,1.1199999999999997,Victoria
Ballarat,2012,October,0.9612903225806452,Victoria
Ballarat,2012,September,1.52,Victoria
Ballarat,2013,April,0.36666666666666664,Victoria
Ballarat,2013,August,2.3741935483870966,Victoria
Ballarat,2013,December,0.8387096774193551,Victoria
Ballarat,2013,January,0.058064516129032254,Victoria
Ballarat,2013,July,2.354838709677419,Victoria
Ballarat,2013,June,1.6333333333333335,Victoria
Ballarat,2013,March,0.39999999999999997,Victoria
Ballarat,2013,May,1.3354838709677417,Victoria
Ballarat,2013,November,1.1933333333333334,Victoria
Ballarat,2013,October,2.2838709677419353,Victoria
Ballarat,2013,September,2.075862068965517,Victoria
Ballarat,2014,April,2.3733333333333335,Victoria
Ballarat,2014,August,1.1354838709677422,Victoria
Ballarat,2014,December,0.3419354838709678,Victoria
Ballarat,2014,February,0.2214285714285714,Victoria
Ballarat,2014,January,0.664516129032258,Victoria
Ballarat,2014,July,1.8838709677419354,Victoria
Ballarat,2014,June,2.8,Victoria
Ballarat,2014,March,0.8580645161290322,Victoria
Ballarat,2014,May,0.9096774193548386,Victoria
Ballarat,2014,November,1.3733333333333333,Victoria
Ballarat,2014,October,1.0838709677419354,Victoria
Ballarat,2014,September,1.6,Victoria
Ballarat,2015,April,1.0933333333333333,Victoria
Ballarat,2015,August,1.2451612903225806,Victoria
Ballarat,2015,December,0.8451612903225806,Victoria
Ballarat,2015,February,1.892857142857143,Victoria
Ballarat,2015,January,2.509677419354839,Victoria
Ballarat,2015,July,2,Victoria
Ballarat,2015,June,0.92,Victoria
Ballarat,2015,March,1.1225806451612903,Victoria
Ballarat,2015,May,1.2516129032258063,Victoria
Ballarat,2015,November,0.4933333333333334,Victoria
Ballarat,2015,October,0.12258064516129034,Victoria
Ballarat,2015,September,1.4266666666666667,Victoria
Ballarat,2016,April,0.46,Victoria
Ballarat,2016,August,2.0516129032258066,Victoria
Ballarat,2016,December,0.8903225806451612,Victoria
Ballarat,2016,February,0.3428571428571429,Victoria
Ballarat,2016,January,1.3133333333333337,Victoria
Ballarat,2016,July,3.0129032258064514,Victoria
Ballarat,2016,June,2.3533333333333335,Victoria
Ballarat,2016,March,1.1806451612903226,Victoria
Ballarat,2016,May,2.303225806451613,Victoria
Ballarat,2016,November,1.1333333333333335,Victoria
Ballarat,2016,October,3.303225806451613,Victoria
Ballarat,2016,September,5.94,Victoria
Ballarat,2017,April,3.3666666666666667,Victoria
Ballarat,2017,February,1.5785714285714283,Victoria
Ballarat,2017,January,1.2451612903225806,Victoria
Ballarat,2017,June,0.296,Victoria
Ballarat,2017,March,1.432258064516129,Victoria
Ballarat,2017,May,1.4193548387096777,Victoria
Bendigo,2008,December,1.8258064516129033,Victoria
Bendigo,2009,April,0.7533333333333332,Victoria
Bendigo,2009,August,1.7161290322580647,Victoria
Bendigo,2009,December,0.6129032258064516,Victoria
Bendigo,2009,February,0.014285714285714285,Victoria
Bendigo,2009,January,0,Victoria
Bendigo,2009,July,2.387096774193549,Victoria
Bendigo,2009,June,1.8066666666666664,Victoria
Bendigo,2009,March,0.8645161290322579,Victoria
Bendigo,2009,May,0.6451612903225807,Victoria
Bendigo,2009,November,2.033333333333334,Victoria
Bendigo,2009,October,1.0774193548387097,Victoria
Bendigo,2009,September,1.7799999999999998,Victoria
Bendigo,2010,April,2.56,Victoria
Bendigo,2010,August,4.483870967741935,Victoria
Bendigo,2010,December,3.341935483870967,Victoria
Bendigo,2010,February,1.5571428571428574,Victoria
Bendigo,2010,January,0.4387096774193547,Victoria
Bendigo,2010,July,2.516129032258065,Victoria
Bendigo,2010,June,2.2933333333333334,Victoria
Bendigo,2010,March,3.754838709677419,Victoria
Bendigo,2010,May,2.3096774193548386,Victoria
Bendigo,2010,November,3.8399999999999994,Victoria
Bendigo,2010,October,4.4387096774193555,Victoria
Bendigo,2010,September,3.206666666666666,Victoria
Bendigo,2011,August,2.2645161290322577,Victoria
Bendigo,2011,December,1.1096774193548389,Victoria
Bendigo,2011,February,5.435714285714287,Victoria
Bendigo,2011,January,5.735483870967743,Victoria
Bendigo,2011,July,1.735483870967742,Victoria
Bendigo,2011,June,0.7533333333333334,Victoria
Bendigo,2011,March,1.4838709677419353,Victoria
Bendigo,2011,May,0.503225806451613,Victoria
Bendigo,2011,November,2.3533333333333335,Victoria
Bendigo,2011,October,0.8,Victoria
Bendigo,2011,September,1.6666666666666667,Victoria
Bendigo,2012,April,0.3866666666666667,Victoria
Bendigo,2012,August,1.2645161290322582,Victoria
Bendigo,2012,February,2.634482758620689,Victoria
Bendigo,2012,January,0.935483870967742,Victoria
Bendigo,2012,July,2.0129032258064514,Victoria
Bendigo,2012,June,1.946666666666667,Victoria
Bendigo,2012,March,2.6322580645161286,Victoria
Bendigo,2012,May,0.7806451612903224,Victoria
Bendigo,2012,November,0.21333333333333332,Victoria
Bendigo,2012,October,0.561290322580645,Victoria
Bendigo,2012,September,1.1133333333333333,Victoria
Bendigo,2013,April,0.16666666666666669,Victoria
Bendigo,2013,August,2.858064516129032,Victoria
Bendigo,2013,December,1.509677419354839,Victoria
Bendigo,2013,January,0.01935483870967742,Victoria
Bendigo,2013,July,2.4903225806451617,Victoria
Bendigo,2013,June,2.1133333333333333,Victoria
Bendigo,2013,March,0.7935483870967744,Victoria
Bendigo,2013,May,1.2774193548387096,Victoria
Bendigo,2013,November,0.8066666666666666,Victoria
Bendigo,2013,October,1.0322580645161292,Victoria
Bendigo,2013,September,2.0066666666666664,Victoria
Bendigo,2014,April,3.3866666666666667,Victoria
Bendigo,2014,August,0.3096774193548388,Victoria
Bendigo,2014,December,0.34193548387096784,Victoria
Bendigo,2014,February,0.35,Victoria
Bendigo,2014,January,0.09032258064516127,Victoria
Bendigo,2014,July,1.4322580645161291,Victoria
Bendigo,2014,June,3.366666666666667,Victoria
Bendigo,2014,March,1.3419354838709676,Victoria
Bendigo,2014,May,1.0774193548387097,Victoria
Bendigo,2014,November,1.42,Victoria
Bendigo,2014,October,0.4,Victoria
Bendigo,2014,September,1.7666666666666668,Victoria
Bendigo,2015,April,0.9400000000000001,Victoria
Bendigo,2015,August,0.7483870967741937,Victoria
Bendigo,2015,December,0.45806451612903226,Victoria
Bendigo,2015,February,0.3428571428571428,Victoria
Bendigo,2015,January,1.8451612903225807,Victoria
Bendigo,2015,July,1.703225806451613,Victoria
Bendigo,2015,June,1.22,Victoria
Bendigo,2015,March,0.29032258064516125,Victoria
Bendigo,2015,May,1.5161290322580645,Victoria
Bendigo,2015,November,1.1466666666666665,Victoria
Bendigo,2015,October,0.4580645161290323,Victoria
Bendigo,2015,September,1.0200000000000002,Victoria
Bendigo,2016,April,0.49333333333333335,Victoria
Bendigo,2016,August,2.6129032258064515,Victoria
Bendigo,2016,December,0.9419354838709678,Victoria
Bendigo,2016,February,0.1571428571428572,Victoria
Bendigo,2016,January,1.0799999999999998,Victoria
Bendigo,2016,July,2.9612903225806453,Victoria
Bendigo,2016,June,1.9133333333333333,Victoria
Bendigo,2016,March,1.0774193548387094,Victoria
Bendigo,2016,May,2.67741935483871,Victoria
Bendigo,2016,November,1.2533333333333332,Victoria
Bendigo,2016,October,1.8838709677419359,Victoria
Bendigo,2016,September,5.113333333333333,Victoria
Bendigo,2017,April,3.7733333333333334,Victoria
Bendigo,2017,February,1.0499999999999998,Victoria
Bendigo,2017,January,1.3870967741935487,Victoria
Bendigo,2017,June,0.08800000000000001,Victoria
Bendigo,2017,March,1.47741935483871,Victoria
Bendigo,2017,May,1.0296296296296295,Victoria
Brisbane,2008,August,0.5096774193548387,Queensland
Brisbane,2008,December,2.0193548387096776,Queensland
Brisbane,2008,July,2.9483870967741934,Queensland
Brisbane,2008,November,10.886666666666667,Queensland
Brisbane,2008,October,1.8400000000000003,Queensland
Brisbane,2008,September,1.853333333333334,Queensland
Brisbane,2009,April,6.506666666666666,Queensland
Brisbane,2009,August,0.12903225806451615,Queensland
Brisbane,2009,December,5.554838709677419,Queensland
Brisbane,2009,February,4.707142857142857,Queensland
Brisbane,2009,January,2.580000000000001,Queensland
Brisbane,2009,July,0.11999999999999995,Queensland
Brisbane,2009,June,2.9199999999999995,Queensland
Brisbane,2009,March,1.5354838709677419,Queensland
Brisbane,2009,May,7.767741935483871,Queensland
Brisbane,2009,November,1.0827586206896553,Queensland
Brisbane,2009,October,1.8516129032258064,Queensland
Brisbane,2009,September,0.7800000000000001,Queensland
Brisbane,2010,April,1.2551724137931033,Queensland
Brisbane,2010,August,3.374193548387096,Queensland
Brisbane,2010,December,15.47741935483871,Queensland
Brisbane,2010,February,9.72857142857143,Queensland
Brisbane,2010,January,1.296774193548387,Queensland
Brisbane,2010,July,0.8967741935483872,Queensland
Brisbane,2010,June,0.20666666666666672,Queensland
Brisbane,2010,March,5.406666666666666,Queensland
Brisbane,2010,May,2.110344827586207,Queensland
Brisbane,2010,November,1.9266666666666667,Queensland
Brisbane,2010,October,9.883870967741935,Queensland
Brisbane,2010,September,3.4533333333333336,Queensland
Brisbane,2011,August,2.4774193548387102,Queensland
Brisbane,2011,December,4.270967741935484,Queensland
Brisbane,2011,February,5.607142857142858,Queensland
Brisbane,2011,January,10.187096774193549,Queensland
Brisbane,2011,July,0.4133333333333334,Queensland
Brisbane,2011,June,0.3655172413793104,Queensland
Brisbane,2011,March,4.973333333333333,Queensland
Brisbane,2011,May,2.232258064516129,Queensland
Brisbane,2011,November,0.5379310344827587,Queensland
Brisbane,2011,October,3.8,Queensland
Brisbane,2011,September,0.6199999999999999,Queensland
Brisbane,2012,April,4.966666666666667,Queensland
Brisbane,2012,August,0.00645161290322581,Queensland
Brisbane,2012,February,5.792857142857143,Queensland
Brisbane,2012,January,11.07741935483871,Queensland
Brisbane,2012,July,1.6516129032258062,Queensland
Brisbane,2012,June,4.066666666666667,Queensland
Brisbane,2012,March,3.8129032258064517,Queensland
Brisbane,2012,May,1.1741935483870969,Queensland
Brisbane,2012,November,3.893333333333333,Queensland
Brisbane,2012,October,0.6903225806451612,Queensland
Brisbane,2012,September,0.1866666666666667,Queensland
Brisbane,2013,April,3.4866666666666677,Queensland
Brisbane,2013,August,0.006451612903225806,Queensland
Brisbane,2013,December,0.6193548387096776,Queensland
Brisbane,2013,January,9.033333333333335,Queensland
Brisbane,2013,July,1.2580645161290325,Queensland
Brisbane,2013,June,1.9799999999999998,Queensland
Brisbane,2013,March,5.5612903225806445,Queensland
Brisbane,2013,May,1.4193548387096773,Queensland
Brisbane,2013,November,3.493333333333333,Queensland
Brisbane,2013,October,0.7290322580645163,Queensland
Brisbane,2013,September,0.43999999999999995,Queensland
Brisbane,2014,April,0.47333333333333333,Queensland
Brisbane,2014,August,3.1066666666666665,Queensland
Brisbane,2014,December,4.012903225806451,Queensland
